Team_Size,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Team_Experience_Level,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Vendor_Reliability_Score,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Schedule_Pressure,Resource_Availability,Integration_Complexity,Project_Budget_USD
14,19,8.25,10,Expert,6,0.75,Execution,0.96,6.99,Critical,Expert,0.08,0.84,3.0,1148198.22
6,13,4.62,10,Senior,3,3.09,Planning,0.69,2.21,Medium,Familiar,0.0,0.82,6.76,462269.02
12,18,6.74,9,Expert,3,2.76,Planning,0.73,2.93,Low,New,0.0,0.86,3.07,1128286.26
3,7,4.0,5,Mixed,1,2.09,Planning,0.6,3.62,High,Expert,0.3,0.66,4.13,389515.69
9,11,3.52,10,Expert,2,3.19,Closure,0.82,2.06,Medium,Familiar,0.0,0.57,1.65,608344.98
10,16,5.6,9,Junior,2,4.83,Planning,0.52,1.32,Critical,Familiar,0.0,0.38,3.45,1106645.48
11,15,6.87,11,Mixed,2,2.1,Monitoring,0.64,0.66,Low,Expert,0.13,0.6,6.28,1027333.1
18,24,9.11,16,Senior,4,0.05,Closure,0.52,2.01,Medium,Expert,0.0,0.5,4.05,1509855.91
8,13,4.46,11,Mixed,1,1.92,Initiation,0.63,1.85,High,Expert,0.0,0.67,6.41,747932.08
17,21,8.89,12,Expert,5,0.94,Monitoring,0.84,2.19,Medium,Expert,0.06,0.41,9.78,1136464.89
8,9,4.98,4,Senior,3,1.67,Monitoring,0.78,3.05,High,Expert,0.28,0.43,4.81,577762.28
21,26,9.62,16,Mixed,6,0.67,Planning,0.9,5.48,High,New,0.0,0.99,9.09,1981839.78
19,16,4.04,15,Expert,3,1.12,Monitoring,0.9,6.31,Low,Expert,0.0,0.51,1.27,1441518.69
28,23,5.6,14,Junior,3,2.35,Initiation,0.87,8.64,Critical,New,0.0,0.89,6.55,1814465.55
11,15,5.43,12,Senior,3,0.96,Monitoring,0.77,0.67,Low,Expert,0.0,0.93,5.31,830211.1
12,14,6.34,10,Mixed,4,0.95,Initiation,0.74,2.02,Critical,Familiar,0.12,0.81,9.29,1005483.27
17,18,6.74,13,Mixed,4,1.73,Monitoring,0.8,2.43,High,New,0.0,0.46,2.66,1621675.13
5,9,3.35,5,Mixed,0,1.41,Closure,0.79,3.23,Critical,New,0.0,0.62,2.76,534781.34
9,9,2.82,3,Mixed,3,0.65,Planning,0.88,2.06,Medium,Familiar,0.0,0.9,9.68,319312.06
3,9,5.61,10,Mixed,3,2.43,Execution,0.87,3.11,High,Familiar,0.36,0.89,7.92,534891.73
31,24,6.23,16,Senior,5,1.63,Initiation,0.92,2.48,Low,Expert,0.0,0.72,1.11,1538078.49
18,15,4.13,11,Mixed,3,1.18,Planning,0.49,4.31,Low,Familiar,0.0,0.39,8.65,1007154.54
13,14,3.76,6,Senior,3,0.44,Planning,0.9,6.37,Low,Expert,0.0,0.49,5.92,633091.93
36,27,5.66,16,Mixed,2,3.37,Initiation,0.77,6.56,Medium,New,0.0,0.5,1.55,1997576.68
11,21,7.92,9,Junior,3,1.07,Planning,0.58,3.27,Low,Familiar,0.0,0.82,2.23,1103985.85
7,11,3.98,7,Mixed,3,0.79,Monitoring,0.89,3.9,High,Familiar,0.0,0.52,6.47,488309.41
26,26,10.0,18,Expert,6,0.37,Initiation,0.77,2.72,Medium,New,0.0,0.96,6.0,2400827.65
18,26,9.1,16,Senior,5,1.82,Closure,0.56,1.17,High,Familiar,0.0,0.97,3.66,1637386.07
12,12,3.29,5,Mixed,2,1.46,Planning,0.84,4.12,Critical,New,0.0,0.84,3.45,653441.12
9,10,3.08,11,Junior,0,1.75,Execution,0.99,1.46,Medium,New,0.0,0.85,4.9,644270.11
11,13,6.13,7,Senior,5,1.37,Execution,0.82,7.84,High,Familiar,0.15,0.42,9.56,889329.86
11,9,4.7,10,Junior,3,0.38,Initiation,0.52,5.37,Medium,Familiar,0.23,0.97,2.88,795325.64
19,18,7.1,10,Mixed,2,4.39,Execution,0.77,1.02,Medium,Familiar,0.0,0.68,1.05,1490952.31
26,27,8.42,17,Mixed,3,0.87,Closure,0.74,4.67,High,New,0.0,0.63,8.37,2494335.65
11,15,6.27,10,Expert,3,1.57,Closure,0.54,2.99,Critical,Familiar,0.04,0.89,3.18,650830.61
5,9,4.85,9,Mixed,3,1.89,Initiation,0.59,1.76,Critical,Familiar,0.26,0.67,5.11,510386.67
12,16,8.94,8,Expert,6,1.63,Monitoring,0.79,2.22,High,Expert,0.28,0.66,6.83,821309.04
17,20,7.74,14,Mixed,4,1.91,Planning,0.74,5.8,High,Familiar,0.0,0.48,3.68,1234378.53
6,13,6.78,10,Mixed,3,0.36,Planning,0.76,4.21,Critical,Familiar,0.23,0.41,7.04,794493.63
7,10,3.14,9,Expert,2,0.71,Initiation,0.95,3.94,Critical,Expert,0.0,0.37,9.06,516308.95
28,25,7.25,15,Mixed,3,0.41,Closure,0.57,3.5,Low,New,0.0,0.37,5.74,1597781.8
14,21,10.0,15,Expert,4,2.02,Monitoring,0.54,2.46,Critical,New,0.16,0.35,1.48,1372119.01
29,22,5.29,14,Mixed,3,1.5,Planning,0.63,3.1,Medium,Expert,0.0,0.79,2.87,1936617.46
8,15,4.84,12,Senior,4,2.59,Closure,0.64,1.42,High,Expert,0.0,0.99,2.14,876773.14
2,5,2.78,2,Mixed,3,0.92,Planning,0.63,1.91,Low,Familiar,0.28,1.0,7.54,245235.66
36,28,7.2,24,Mixed,5,0.49,Monitoring,0.71,4.97,High,Familiar,0.0,0.99,9.58,2648341.21
9,10,5.29,9,Mixed,2,2.02,Planning,0.65,4.92,Medium,New,0.24,0.76,4.14,672357.33
22,24,9.79,13,Mixed,3,2.47,Initiation,0.7,4.85,Low,New,0.02,0.68,9.89,1852107.6
26,28,9.81,23,Junior,3,0.8,Monitoring,0.87,2.31,Low,New,0.0,0.99,2.37,2443954.24
9,13,5.54,9,Expert,3,1.08,Closure,0.83,0.61,Critical,Familiar,0.06,0.6,8.49,904103.28
3,9,3.88,3,Mixed,3,2.14,Closure,0.81,6.7,Critical,Expert,0.07,0.71,4.03,438240.88
27,25,5.55,18,Senior,2,1.64,Initiation,0.75,2.49,Low,Familiar,0.0,0.89,3.15,2298677.51
14,19,7.31,13,Senior,4,1.14,Initiation,0.76,6.91,Low,New,0.0,0.62,3.09,993391.67
6,10,4.57,6,Mixed,4,0.82,Closure,0.67,2.6,Low,Expert,0.12,0.99,7.66,586316.39
7,14,4.53,9,Mixed,2,1.15,Execution,0.68,1.37,High,New,0.0,0.68,9.19,657499.08
9,5,2.44,8,Senior,1,1.3,Monitoring,0.49,2.8,Critical,Expert,0.18,0.86,7.67,388789.62
28,24,5.72,16,Senior,4,1.43,Execution,0.66,3.6,Critical,Expert,0.0,0.84,1.62,2137626.14
4,9,3.05,4,Senior,3,1.36,Monitoring,0.76,2.03,High,Expert,0.0,0.92,9.5,261917.83
7,9,2.81,8,Mixed,0,2.14,Initiation,0.67,3.69,High,Expert,0.0,0.64,6.36,780773.24
10,10,4.03,8,Senior,2,0.47,Closure,0.61,9.78,Low,Expert,0.01,0.32,3.73,588114.35
14,17,5.2,9,Senior,2,1.06,Execution,0.59,1.57,Medium,Expert,0.0,0.89,5.43,722102.97
12,13,3.8,5,Mixed,0,0.9,Execution,0.6,0.62,Medium,New,0.0,0.33,1.3,603929.34
7,18,8.17,11,Senior,3,0.35,Planning,0.84,5.31,Medium,Expert,0.12,0.48,9.41,758347.34
11,16,7.81,13,Senior,5,4.53,Closure,0.88,8.81,Critical,Familiar,0.18,0.85,2.21,1128383.47
8,8,3.66,6,Senior,0,1.78,Planning,0.88,6.95,Low,Familiar,0.13,0.84,7.28,393808.9
16,18,8.2,14,Expert,3,0.47,Closure,0.51,0.75,High,Expert,0.12,0.68,8.43,1274247.72
28,17,3.42,17,Mixed,2,1.59,Closure,0.46,1.03,Critical,New,0.0,0.97,8.42,1772601.08
27,20,4.63,14,Mixed,1,0.8,Monitoring,0.77,5.77,Critical,Familiar,0.0,0.61,5.63,1730815.0
48,36,9.26,18,Senior,6,2.4,Initiation,0.72,3.67,Low,Familiar,0.0,0.66,1.63,2539407.94
4,7,2.79,7,Junior,3,2.91,Initiation,0.7,2.11,High,Familiar,0.0,0.86,5.41,402710.85
26,27,9.98,15,Senior,4,2.79,Monitoring,0.89,1.04,Low,New,0.0,0.5,3.64,2205937.91
11,19,7.01,13,Senior,5,0.23,Initiation,0.65,2.9,High,Expert,0.0,0.4,6.61,1019845.52
40,29,7.03,21,Junior,3,0.84,Planning,0.65,3.95,Low,Familiar,0.0,0.41,4.31,2549921.69
22,28,10.0,19,Junior,4,1.22,Planning,0.69,5.69,Low,Familiar,0.0,0.39,2.03,1985497.63
20,24,9.58,14,Junior,5,2.5,Planning,0.79,2.36,Critical,New,0.0,0.55,1.57,1782176.5
7,7,2.48,5,Mixed,1,1.65,Monitoring,0.6,1.89,High,Expert,0.0,0.88,8.63,519412.19
22,28,10.0,18,Mixed,7,2.42,Planning,0.65,6.2,Medium,New,0.0,0.76,1.3,2214392.88
12,18,7.71,10,Mixed,3,0.97,Execution,0.82,1.0,Medium,New,0.07,0.65,5.92,1214348.5
32,31,9.01,14,Senior,6,0.68,Planning,0.74,3.98,High,Expert,0.0,0.36,6.92,1770381.34
20,25,9.35,16,Senior,3,0.79,Initiation,0.68,4.96,Low,New,0.0,0.56,6.01,1558028.2
6,11,4.42,11,Senior,1,0.47,Execution,0.78,5.66,Low,Expert,0.0,0.31,6.66,780779.13
25,21,5.63,12,Senior,4,1.15,Planning,0.81,8.2,High,Familiar,0.0,0.5,9.01,1565342.11
6,9,4.39,7,Junior,1,1.11,Initiation,0.64,2.16,Medium,Familiar,0.18,0.5,1.26,623850.74
10,12,6.5,6,Mixed,2,0.97,Closure,0.6,1.1,Critical,Expert,0.26,0.7,4.56,562988.88
7,11,4.61,8,Junior,2,1.27,Monitoring,0.96,3.02,Medium,New,0.05,0.62,6.73,632283.24
2,10,3.57,5,Mixed,3,0.33,Execution,0.92,3.32,Medium,Expert,0.0,0.97,8.32,272148.41
18,18,8.13,17,Junior,3,2.4,Monitoring,0.75,3.42,High,New,0.11,0.62,5.62,1531282.43
8,7,2.08,7,Junior,1,2.55,Execution,0.72,5.33,Critical,New,0.0,0.66,4.91,466861.49
14,16,5.31,5,Junior,2,2.19,Initiation,0.91,2.85,Critical,Expert,0.0,0.42,1.94,441539.32
20,23,8.4,15,Senior,6,2.88,Closure,0.37,3.16,Low,New,0.0,0.38,6.74,1686797.69
5,13,5.51,9,Junior,4,1.25,Monitoring,0.87,1.15,High,New,0.06,0.58,8.71,753916.93
20,19,7.44,13,Mixed,5,0.28,Closure,0.87,4.76,Medium,New,0.0,0.32,9.28,1648887.8
10,7,3.58,8,Senior,2,2.96,Execution,0.81,4.22,Low,Familiar,0.22,0.37,7.32,465658.17
10,14,5.48,10,Mixed,3,2.02,Closure,0.69,1.39,Critical,Expert,0.0,0.41,9.06,681774.85
28,20,3.84,14,Senior,2,1.09,Monitoring,0.76,4.49,Critical,Expert,0.0,0.68,1.28,1668052.23
28,23,6.25,14,Junior,2,3.24,Initiation,0.88,8.5,Critical,New,0.0,0.9,4.55,1639602.09
7,7,3.37,7,Mixed,0,1.28,Planning,0.5,9.79,High,Familiar,0.17,0.9,3.16,762080.34
19,18,7.43,12,Mixed,2,0.78,Closure,0.92,2.42,Critical,Expert,0.03,0.58,5.01,1796205.41
10,9,2.4,10,Senior,1,1.18,Closure,0.5,5.27,Medium,Familiar,0.0,0.85,1.8,460872.62
28,21,4.05,13,Mixed,3,0.92,Closure,0.93,2.84,Medium,New,0.0,0.99,5.32,1705131.25
10,6,2.9,7,Senior,0,0.65,Closure,0.9,1.11,Low,Expert,0.17,0.51,7.27,501606.41
10,19,7.86,10,Senior,4,3.51,Closure,0.54,3.06,Medium,Expert,0.03,0.57,6.6,939910.61
8,18,6.75,13,Mixed,4,0.95,Closure,0.51,2.63,Medium,Familiar,0.0,0.75,8.7,985958.37
32,20,4.63,15,Mixed,1,1.06,Execution,0.82,0.86,Medium,Familiar,0.0,0.66,4.35,1918657.95
40,36,9.95,22,Mixed,6,0.14,Planning,0.84,1.8,Low,New,0.0,0.57,1.89,2896281.02
14,14,5.27,13,Expert,1,1.92,Monitoring,0.86,1.4,Critical,Familiar,0.0,0.9,4.85,1004383.13
21,18,4.42,14,Senior,2,4.24,Initiation,0.82,2.91,High,Expert,0.0,0.72,9.09,1418165.22
25,23,7.18,10,Junior,4,1.55,Monitoring,0.38,6.08,Low,New,0.0,0.56,9.19,1089201.4
9,11,4.59,10,Junior,4,4.31,Closure,0.82,3.71,High,Familiar,0.04,0.67,4.31,889687.91
24,21,5.6,8,Mixed,2,3.32,Closure,0.63,1.27,Low,New,0.0,0.96,9.01,1003324.84
38,36,9.92,22,Senior,5,3.42,Closure,0.65,4.21,High,Expert,0.0,0.97,8.32,2684421.86
5,9,4.57,7,Mixed,4,1.05,Initiation,0.68,13.87,Critical,Expert,0.21,0.77,7.98,753037.83
9,12,4.09,9,Senior,3,0.93,Monitoring,0.55,2.54,Critical,Expert,0.0,0.57,9.9,1174604.22
9,16,7.68,9,Mixed,3,0.84,Closure,0.78,5.61,Low,New,0.17,0.56,6.35,615038.47
8,11,3.69,10,Mixed,1,2.49,Monitoring,0.85,2.91,Critical,New,0.0,0.96,9.02,535400.03
12,14,6.59,12,Junior,2,2.18,Initiation,0.72,2.98,High,Familiar,0.15,0.63,2.0,919517.93
9,13,5.87,7,Expert,1,0.66,Planning,0.63,9.97,Critical,Familiar,0.11,0.47,2.87,810325.34
10,10,4.0,7,Mixed,1,0.6,Initiation,0.9,3.57,Critical,Familiar,0.0,0.73,8.76,846684.57
24,22,5.38,12,Expert,1,0.27,Closure,0.83,4.08,Critical,Familiar,0.0,0.9,8.0,1421854.48
35,32,7.27,15,Expert,5,4.1,Planning,0.31,6.18,Low,Expert,0.0,0.52,4.92,2109031.14
21,22,6.14,8,Senior,3,0.44,Closure,0.81,6.15,Medium,Familiar,0.0,0.48,1.63,1135930.12
8,8,5.12,7,Mixed,1,1.97,Initiation,0.88,3.69,Critical,New,0.38,0.55,8.83,477169.18
23,17,4.84,13,Mixed,2,3.15,Initiation,0.55,4.48,Medium,New,0.0,0.34,7.28,1454858.42
35,24,6.25,15,Mixed,2,4.53,Closure,0.72,2.63,High,New,0.0,0.56,2.42,1906884.36
15,11,2.81,7,Mixed,0,1.03,Initiation,0.57,5.92,Critical,Familiar,0.0,0.49,2.19,856496.21
23,20,4.55,13,Junior,2,0.39,Planning,0.81,2.02,Critical,Expert,0.0,0.59,9.7,1550637.54
21,23,7.17,11,Senior,4,1.25,Monitoring,0.96,0.73,High,Expert,0.0,0.83,2.21,1603776.59
15,16,5.64,13,Mixed,4,0.93,Monitoring,0.76,2.36,Medium,New,0.0,0.83,9.76,948686.41
7,16,5.58,11,Senior,2,0.43,Initiation,0.62,1.8,Medium,Familiar,0.0,0.93,9.76,805177.98
2,8,3.4,4,Mixed,1,1.9,Planning,0.83,6.15,Medium,Expert,0.06,0.77,8.66,302935.0
40,30,6.96,17,Senior,2,0.7,Monitoring,0.63,3.12,Critical,Familiar,0.0,0.39,8.35,2316853.92
12,14,4.77,10,Mixed,2,1.07,Execution,0.73,2.64,High,Familiar,0.0,0.39,2.5,776828.87
12,13,7.03,7,Senior,3,1.02,Monitoring,0.84,2.42,Critical,Expert,0.26,0.82,2.14,729608.52
13,19,8.23,12,Mixed,3,1.84,Planning,0.88,5.95,Low,Familiar,0.08,0.96,5.5,1279016.12
10,13,5.06,7,Senior,4,1.19,Execution,0.83,2.38,Critical,New,0.0,0.33,5.49,745975.87
11,19,7.23,10,Mixed,3,1.38,Planning,0.98,2.29,Low,Expert,0.0,0.83,8.29,1133172.74
10,15,7.73,9,Mixed,4,0.85,Planning,0.73,3.16,Low,New,0.22,0.81,6.47,688715.32
9,9,3.53,11,Mixed,0,3.56,Execution,0.75,9.08,Critical,Expert,0.0,0.49,2.58,757737.69
7,9,5.1,5,Mixed,2,0.29,Planning,0.72,1.37,Critical,New,0.29,0.9,8.94,410525.55
13,14,6.14,12,Expert,5,1.63,Initiation,0.52,5.38,Critical,Expert,0.09,0.92,5.99,1115008.53
24,25,10.0,17,Expert,4,2.81,Initiation,0.67,0.1,Critical,New,0.0,0.57,9.66,2341847.66
11,18,7.45,11,Mixed,4,2.72,Planning,0.81,6.43,Medium,New,0.03,0.35,4.15,1015204.37
13,18,7.64,8,Expert,3,1.6,Execution,0.82,3.37,High,Familiar,0.06,0.32,9.98,1118074.03
7,6,2.92,7,Junior,0,3.26,Initiation,0.91,2.88,Medium,Familiar,0.18,0.83,9.89,749147.82
15,23,8.94,15,Mixed,5,0.47,Initiation,0.87,2.13,Critical,Familiar,0.0,0.94,8.77,1454073.54
4,10,4.54,3,Expert,3,1.86,Monitoring,0.91,5.66,Critical,Familiar,0.12,0.31,3.75,366456.98
48,36,8.09,24,Mixed,6,4.09,Closure,0.89,2.92,High,Familiar,0.0,0.72,9.73,2886510.33
8,14,6.27,7,Mixed,3,3.44,Execution,0.71,7.87,High,Familiar,0.11,0.33,1.49,553830.83
6,10,4.43,12,Mixed,1,5.76,Execution,0.84,4.12,Low,New,0.1,0.9,5.31,787270.26
22,21,5.09,14,Junior,1,4.18,Execution,0.7,9.12,Low,Familiar,0.0,0.42,5.93,1416754.04
7,9,4.42,10,Senior,1,1.44,Planning,0.63,4.8,High,Expert,0.19,0.62,2.8,960315.02
18,22,8.96,11,Junior,5,1.02,Monitoring,0.67,1.99,Critical,New,0.02,0.89,6.05,1338320.56
20,22,7.34,9,Senior,5,1.84,Closure,0.78,2.47,Medium,New,0.0,0.4,3.18,949334.04
14,15,5.89,12,Senior,4,2.49,Closure,0.74,3.17,Medium,Expert,0.0,0.56,4.83,1076170.94
15,16,6.34,13,Mixed,5,1.85,Execution,0.6,5.93,High,Familiar,0.0,0.51,7.2,1185717.04
16,18,5.24,5,Senior,1,2.26,Planning,0.87,1.53,High,Expert,0.0,0.72,6.1,739612.5
9,13,4.32,10,Senior,3,3.97,Execution,0.65,3.88,Low,New,0.0,0.78,1.95,717808.99
13,18,8.5,13,Mixed,3,2.78,Initiation,0.96,3.85,Medium,New,0.15,0.78,2.59,1164917.82
21,20,7.31,10,Mixed,3,0.63,Planning,0.65,2.97,Low,New,0.0,0.44,9.14,773527.7
8,13,5.85,9,Mixed,3,1.4,Closure,0.72,1.3,Low,Familiar,0.11,0.92,5.0,995338.83
14,20,9.1,9,Junior,5,1.55,Closure,0.77,3.19,Low,Familiar,0.12,0.69,5.25,1076803.7
21,14,3.44,12,Junior,3,0.76,Closure,0.86,5.37,Critical,Familiar,0.0,0.38,7.17,1531123.62
10,13,5.26,6,Senior,2,0.82,Monitoring,0.53,5.05,High,Expert,0.01,0.48,9.44,390886.05
17,20,7.63,12,Junior,3,0.53,Planning,0.61,1.82,Medium,New,0.0,0.55,9.37,1031885.55
22,28,10.0,13,Mixed,5,1.22,Initiation,0.76,3.57,Low,Expert,0.0,0.9,6.67,1946930.27
5,9,4.46,6,Senior,1,1.61,Execution,0.43,3.36,Critical,Expert,0.19,0.42,9.9,610650.0
9,11,3.55,4,Mixed,2,0.21,Monitoring,0.89,2.76,Low,New,0.0,0.39,9.2,590528.63
15,12,5.5,10,Junior,2,2.04,Initiation,0.81,3.35,High,New,0.13,0.98,2.62,1163898.09
13,18,7.8,17,Senior,5,2.16,Monitoring,0.53,7.45,Critical,Familiar,0.08,0.32,5.05,1614951.6
13,13,4.81,9,Senior,1,0.53,Monitoring,0.68,2.79,Low,Expert,0.0,0.69,6.4,716514.78
25,20,5.65,12,Mixed,3,1.43,Initiation,0.79,2.46,High,Expert,0.0,0.41,1.98,1579479.92
19,13,3.59,12,Expert,0,0.18,Initiation,0.72,1.94,Critical,Expert,0.0,0.67,4.9,944849.43
8,17,6.27,13,Expert,2,6.38,Closure,0.58,0.45,High,Expert,0.0,0.96,6.24,957873.3
38,29,6.04,16,Mixed,4,0.85,Execution,0.72,0.6,High,Familiar,0.0,0.92,3.34,2316541.47
9,14,5.73,11,Senior,4,0.62,Initiation,0.76,2.51,Medium,Expert,0.02,0.68,3.23,1131988.13
12,19,7.88,12,Senior,5,0.57,Closure,0.8,1.58,Low,Expert,0.04,0.36,5.59,1282189.82
7,7,3.78,7,Senior,3,4.57,Planning,0.69,1.6,Low,Familiar,0.26,0.74,5.15,717306.95
10,14,6.76,14,Mixed,5,2.37,Closure,0.13,2.84,Medium,Familiar,0.17,0.33,2.59,1052458.25
36,28,6.04,21,Senior,4,0.29,Planning,0.68,0.89,High,Expert,0.0,0.51,1.9,2165277.82
18,17,5.15,13,Mixed,4,1.35,Initiation,0.81,3.21,Low,New,0.0,0.93,4.79,1285472.69
10,17,6.11,11,Senior,4,0.69,Execution,0.55,1.92,Critical,Expert,0.0,0.44,6.56,773981.05
2,5,2.41,3,Expert,1,1.58,Execution,0.52,2.1,High,Expert,0.17,0.45,3.0,388419.02
7,9,3.28,12,Expert,3,1.15,Planning,0.61,1.89,High,Expert,0.0,0.98,4.21,796639.0
10,14,6.22,12,Mixed,3,0.76,Planning,0.29,3.81,Low,New,0.1,0.57,2.03,1254986.13
5,7,3.27,6,Senior,0,2.45,Initiation,0.47,5.08,Low,Familiar,0.14,0.9,4.05,516617.46
28,20,4.84,14,Mixed,1,1.23,Closure,0.8,3.51,High,New,0.0,0.65,9.65,1415931.72
7,7,1.85,5,Mixed,2,1.83,Execution,0.91,1.93,Low,Familiar,0.0,0.45,8.43,439529.73
12,15,5.13,8,Senior,1,0.56,Initiation,0.4,1.41,High,Expert,0.0,0.68,1.38,859209.62
13,15,5.53,9,Mixed,3,0.34,Closure,0.44,0.95,Critical,Expert,0.0,0.59,1.88,1073666.66
23,21,4.97,10,Mixed,2,2.69,Closure,0.86,2.99,Low,Familiar,0.0,0.48,7.46,1249796.53
32,24,5.97,22,Senior,2,1.41,Initiation,0.9,2.88,Critical,Familiar,0.0,0.41,3.45,2424785.43
5,10,4.93,10,Senior,4,1.53,Closure,0.56,2.98,High,Familiar,0.19,0.82,7.57,821027.8
16,20,9.15,13,Junior,5,1.02,Planning,0.91,2.79,Medium,New,0.13,0.85,7.15,1107621.84
13,23,8.52,14,Junior,6,2.8,Initiation,0.61,3.43,Low,Expert,0.0,0.8,9.21,1303872.13
12,17,5.58,12,Senior,3,0.74,Planning,0.89,5.67,Medium,Expert,0.0,0.63,7.5,814852.55
13,19,7.41,8,Mixed,3,0.92,Planning,0.87,16.36,Medium,New,0.0,0.4,4.39,899625.32
18,17,4.71,12,Expert,1,1.17,Initiation,0.63,5.12,Low,Expert,0.0,0.44,5.94,1037215.62
32,23,5.91,16,Senior,4,1.28,Monitoring,0.35,1.29,Low,Familiar,0.0,0.47,8.83,1962293.77
10,11,4.8,7,Senior,3,2.52,Monitoring,0.67,2.86,Medium,Expert,0.08,0.85,9.74,634627.71
11,11,4.31,11,Expert,3,2.68,Monitoring,0.63,7.79,Critical,Familiar,0.0,0.43,5.62,841959.1
6,13,6.6,8,Mixed,4,0.48,Execution,0.9,2.56,Medium,New,0.21,0.69,1.7,754669.13
45,31,6.65,19,Junior,3,1.87,Initiation,0.86,1.71,Low,New,0.0,0.76,7.99,2668846.31
20,15,4.69,14,Mixed,1,1.11,Planning,0.58,2.1,High,Familiar,0.0,0.39,5.47,1252026.16
5,14,6.16,7,Mixed,4,1.32,Initiation,0.65,5.1,Medium,Familiar,0.09,0.73,5.5,604128.99
6,10,3.71,4,Senior,2,0.91,Initiation,0.83,2.54,High,Expert,0.0,0.77,7.26,564183.32
15,23,9.29,14,Junior,4,1.18,Initiation,0.61,2.13,Low,New,0.01,0.99,3.79,1130369.55
9,14,4.54,12,Mixed,1,3.61,Planning,0.56,1.37,Critical,New,0.0,0.55,1.68,978171.08
42,30,7.8,17,Senior,2,1.43,Planning,0.91,3.34,Medium,Familiar,0.0,0.99,9.16,2283769.56
14,16,7.83,10,Senior,4,1.71,Execution,0.52,2.61,Low,Expert,0.18,0.8,5.86,1061943.71
10,13,6.06,6,Mixed,5,3.16,Monitoring,0.94,3.17,High,New,0.14,0.81,5.11,622551.24
13,13,3.25,11,Senior,3,2.35,Planning,0.46,4.3,Medium,Expert,0.0,0.56,9.64,797094.1
4,9,4.06,7,Expert,4,4.09,Closure,0.42,3.81,High,Familiar,0.11,0.62,6.12,626622.24
9,7,3.12,10,Senior,0,0.27,Initiation,0.72,2.1,Critical,Familiar,0.1,0.65,3.79,568014.73
12,15,6.62,8,Mixed,5,2.19,Monitoring,0.48,0.92,Critical,Expert,0.09,0.49,5.54,744921.2
12,14,5.71,10,Mixed,2,0.55,Closure,0.79,4.37,Medium,New,0.02,0.72,4.49,1372477.99
9,14,6.69,9,Expert,3,2.0,Execution,0.79,3.2,High,Expert,0.16,0.88,6.72,608429.48
16,24,10.0,11,Senior,7,1.11,Initiation,0.74,5.59,Critical,Familiar,0.04,0.77,7.88,1019361.62
6,10,3.89,6,Mixed,1,0.8,Monitoring,0.66,5.23,Low,Familiar,0.0,0.91,1.19,493479.26
39,32,8.37,18,Mixed,6,0.55,Initiation,0.65,11.6,Low,Familiar,0.0,0.84,9.88,2152819.18
8,16,6.82,11,Expert,5,2.9,Execution,0.61,2.65,High,Expert,0.06,0.92,1.54,763465.91
17,22,10.0,8,Junior,5,0.55,Initiation,0.32,0.53,Critical,New,0.12,0.93,7.62,930877.73
12,9,2.75,11,Senior,0,0.34,Execution,0.97,3.37,High,Expert,0.0,0.32,1.61,870028.13
14,16,5.83,15,Expert,1,0.55,Planning,0.56,1.66,High,New,0.0,0.7,3.44,1477633.9
11,13,4.99,5,Expert,3,1.71,Monitoring,0.74,6.54,High,Expert,0.0,0.52,4.64,624856.27
23,26,10.0,19,Senior,4,4.56,Monitoring,0.96,1.86,Medium,New,0.0,0.5,7.89,2514523.08
31,24,5.18,14,Mixed,2,0.59,Initiation,0.62,13.45,Critical,Familiar,0.0,0.93,6.37,1792856.27
13,24,9.12,9,Senior,4,2.25,Initiation,0.74,2.04,Critical,New,0.0,0.52,4.74,1186141.78
28,22,6.18,10,Expert,2,2.5,Initiation,0.53,4.42,High,Expert,0.0,0.59,9.17,1387925.15
29,24,5.49,17,Mixed,1,0.96,Execution,0.88,4.58,Low,Expert,0.0,0.34,6.04,1854323.6
20,25,10.0,15,Senior,6,1.21,Initiation,0.61,0.56,High,Familiar,0.0,0.51,8.01,1473198.37
6,13,6.49,11,Senior,4,2.63,Initiation,0.8,5.45,Low,Expert,0.2,0.66,7.28,627390.84
5,11,5.43,8,Senior,2,0.89,Initiation,0.84,4.68,Medium,Expert,0.19,0.49,1.47,756974.29
21,21,7.17,9,Mixed,5,2.5,Planning,0.81,4.05,Critical,Expert,0.0,0.45,1.83,1186752.75
4,9,3.77,10,Senior,1,3.67,Initiation,0.84,4.2,Low,Expert,0.05,0.66,2.51,464929.19
13,17,6.01,8,Senior,4,4.38,Initiation,0.54,4.21,Medium,New,0.0,0.9,3.24,771544.25
13,13,5.37,14,Junior,4,3.1,Closure,0.9,1.29,Low,Expert,0.03,0.7,2.26,1112482.19
28,21,5.31,13,Mixed,1,2.83,Monitoring,0.87,1.65,Medium,Familiar,0.0,0.92,6.31,1527009.11
25,27,10.0,17,Expert,5,0.62,Planning,0.92,2.43,High,Familiar,0.0,0.54,1.92,2045286.01
26,18,3.8,15,Mixed,2,3.25,Monitoring,0.72,5.95,Medium,New,0.0,0.84,5.68,1478922.68
9,13,6.73,11,Senior,3,1.98,Closure,0.71,2.94,High,Expert,0.23,0.97,1.48,837752.23
